输入文本,生成问题,参考问题,改写问题,F1
"[['蒙古族养驼习俗', '遗产编号', 'Ⅹ-92']]",你 知 道 蒙 古 族 养 驼 习 俗 的 遗 产 编 号 是 什 么 吗 ？,蒙古族养驼习俗的遗产编号是什么？,请问蒙古族养驼习俗的遗产编号是多少？,0.7411544919013977
"[['夏志清', '家庭', '兄长夏济安']]",夏 志 清 的 家 庭 成 员 是 谁 ？,请问夏志清有哪些家庭成员？,夏志清的家庭成员有哪些？,0.620114803314209
"[['厦门公交953路', '票价', '一票制2元']]",厦 门 公 交 953 路 的 票 价 是 多 少 ？,厦门公交953路的票价怎么样？,请问厦门公交953路的票价是多少？,0.7083770632743835
"[['二月八年节', '地区', '云南省哀牢山区']]",你 知 道 二 月 八 年 节 在 什 么 地 方 吗 ？,二月八年节是哪个地区的？,请问二月八年节是在哪个地区庆祝的？,0.6341640949249268
"[['BINGO!（SNH48《我的太阳》公演曲目）', '首演日期', '2015年4月24日']]",BINGO! 的 首 演 日 期 是 什 么 时 候,请告诉我BINGO!的首演日期,BINGO! 的 首 演 日 期 是 什 么 时 候？,0.6419390439987183
"[['垣渑高速公路', '起点', '山西垣曲']]",请 问 垣 渑 高 速 公 路 的 起 点 在 哪 里 ？,垣渑高速公路从什么地方开始的？,请问垣渑高速公路的起点是哪里？,0.6619831919670105
"[['栖霞艾山自然风景区', '著名景点', '石猴'], ['石猴', '别名', '孙悟空'], ['孙悟空', '师父', '菩提祖师']]",谁 是 栖 霞 艾 山 自 然 风 景 区 的 著 名 景 点 的 别 名 的 师 父 ？,谁是栖霞艾山自然风景区的著名景点的别名的师父？,栖霞艾山自然风景区的著名景点石猴的别名是什么，它的师父是谁？,0.6868801712989807
"[['国家镁合金材料工程技术研究中心', '主任', '潘复生']]",请 问 国 家 镁 合 金 材 料 工 程 技 术 研 究 中 心 的 主 任 是 谁 ？,请问国家镁合金材料工程技术研究中心的主任是谁？,请问国家镁合金材料工程技术研究中心的主任是谁？,0.7910196781158447
"[['腓特烈三世', '父亲', '威廉一世'], ['威廉一世', '母亲', '梅克伦堡-施特雷利茨郡主路易丝']]",腓 特 烈 三 世 的 父 亲 的 母 亲 是 谁 ？,有人知道腓特烈三世的父亲的母亲是哪位吗？,腓特烈三世的母亲的母亲是谁？,0.6231948137283325
"[['宝龙城市广场（上海宝龙城市广场）', '行政区域', '浦东']]",宝 龙 城 市 广 场 属 于 哪 个 行 政 区 域 ？,请问上海宝龙城市广场是属于哪个区的呢？,请问宝龙城市广场（上海宝龙城市广场）位于哪个行政区域？,0.6837383508682251
"[['死星（太阳系中的卫星）', '质量', '3.84×10^19 kg']]",死 星 的 质 量 是 多 少 ？,死星有多重？,请问死星的质量是多少？,0.575212299823761
"[['折纸（纸张折成各种不同形状的艺术活动）', '繁体', '摺紙']]",请 问 折 纸 的 繁 体 字 怎 么 写 ？,请告诉我折纸的繁体写法好吗？,请问折纸的繁体字怎么写？,0.5858364701271057
"[['中国国家男子篮球队', '队长', '周鹏']]",中 国 国 家 男 子 篮 球 队 的 队 长 叫 什 么 ？,我想知道中国国家男子篮球队的队长是谁？,中国国家男子篮球队的队长是谁？,0.719977617263794
"[['郑亨敦', '职业', '主持人'], ['主持人', '代表人物', '董卿'], ['董卿', '座右铭', '量力而行']]",郑 亨 敦 的 职 业 的 代 表 人 物 的 座 右 铭 是 什 么 ？,郑亨敦的职业的代表人物的座右铭是什么？,郑亨敦作为主持人的代表人物董卿的座右铭是什么？,0.6194589734077454
"[['1!2!3!4! 请多关照！', '中心', '松井珠理奈、松井玲奈']]",1! 2! 3! 4! 请 多 关 照 ！,请问1!2!3!4! 请多关照！的中心需求是什么?,请问中心的主唱是谁？,0.7165712714195251
"[['油炸面窝', '配料', '水适量、盐两小勺、鸡精一小勺']]",做 油 炸 面 窝 需 要 准 备 些 什 么 ？,油炸面窝需要哪些配料,做油炸面窝需要准备哪些配料？,0.6204931139945984
"[['莱维斯曼动作', '代表', '武直-10'], ['武直-10', '服役', '2012年11月18日']]",莱 维 斯 曼 动 作 的 代 表 在 什 么 役 位 ？,莱维斯曼动作的代表什么时候开始服役的？,莱维斯曼动作的代表武直-10是在哪一年开始服役的？,0.6140488386154175
"[['丁草胺', '密度', '1.074g/cm³']]",丁 草 胺 的 密 度 是 ？,请问丁草胺的密度是多少？,请问丁草胺的密度是多少？,0.622957706451416
"[['草乌', '用量', '1.5～3g']]",你 知 道 草 乌 的 用 量 吗 ？,请问草乌每天应该吃多少？,请问草乌的用量是多少？,0.5454912185668945
"[['英国威廉希尔公司', '成立', '1934']]",英 国 威 廉 希 尔 公 司 是 什 么 时 候 成 立 的 ？,英国威廉希尔公司是什么时候成立的？,请问英国威廉希尔公司是在哪一年成立的？,0.7088911533355713
"[['岳西县', '下辖地区', '温泉镇'], ['温泉镇', '方言', '赣语']]",岳 西 县 的 下 辖 地 区 使 用 什 么 方 言 ？,岳西县的下辖地区使用什么方言？,请问岳西县下属的温泉镇使用什么方言？,0.6444615721702576
"[['公共政策学（2018年科学出版社出版的图书）', '装帧', '平装']]",公 共 政 策 学 的 装 帧 情 况 如 何 ？,你知道公共政策学是怎样装帧的吗？,请问公共政策学这本书的装帧情况是怎样的？,0.6264406442642212
"[['终南乡', '下辖地区', '22个行政村']]",终 南 乡 下 辖 多 少 个 地 区 ？,终南乡下辖地区都有哪些？,请问终南乡下共有多少个行政村？,0.6538417339324951
"[['苏州电器科学研究院', '特点', '美国UL签约实验室']]",苏 州 电 器 科 学 研 究 院 的 特 点 是 什 么 ？,请问苏州电器科学研究院应该具有什么特点？,苏州电器科学研究院的特点是什么？,0.6967703700065613
"[['网络三维', '开始时间', '20世纪90年代初期']]",网 络 三 维 是 什 么 时 候 开 始 的 ？,大家知道网络三维的开始时间吗？,网络三维是在什么时候开始的？,0.661340057849884
"[['七台河市人民政府', '现任市长', '李兵']]",七 台 河 市 人 民 政 府 现 在 的 市 长 是 谁,七台河市人民政府现在是谁当市长,请问七台河市人民政府的现任市长是谁？,0.7366470694541931
"[['张秀峰（内蒙古自治区人民检察院检察委员会专职委员）', '信仰', '共产主义']]",张 秀 峰 有 什 么 信 仰 吗 ？,张秀峰属于哪个党派？,张秀峰的信仰是什么？,0.5478452444076538
"[['水库村', '养殖产业', '羊'], ['羊', '亚纲', '真兽亚纲']]",山 水 库 村 的 养 殖 产 业 属 于 什 么 亚 纲 ？,山水库村的养殖产业是属于哪个亚纲的,山水库村的养殖业主要养殖的是什么亚纲的动物？,0.6515687704086304
"[['偶像大师：灰姑娘女孩（A-1 Pictures制作的电视动画）', '角色设计', '松尾祐辅']]",偶 像 大 师 ： 灰 姑 娘 女 孩 的 角 色 设 计 是 什 么 ？,偶像大师：灰姑娘女孩设计了哪些角色？,请问偶像大师：灰姑娘女孩的角色设计是谁负责的？,0.6746293902397156
"[['人间日月长', '作者', '云南'], ['云南', '别名', '云,滇']]",人 间 日 月 长 的 作 者 红 河 奔 牛 俱 乐 部 篮 球 队 是 在 哪 里 创 办 的 ？,人间日月长的作者红河奔牛俱乐部篮球队是在哪里创办的？,请问红河奔牛俱乐部篮球队是在哪里创办的？,0.5635370016098022
"[['都枝寒', '家庭', '父母、妹妹']]",都 枝 寒 的 家 庭 成 员 有 哪 些 ？,都枝寒家里有什么人？,请问都枝寒的家庭成员有哪些？,0.579257071018219
"[['粘滞性（流体相对运动产生内摩擦力）', '别称', '内摩擦']]",粘 滞 性 又 被 称 为 什 么 ？,粘滞性又被叫做什么？,粘滞性在流体学中又被称为什么？,0.5935388803482056
"[['绿灯侠：绿灯之战', '作画', '道格·曼科、泰勒·柯克汉姆、费尔南多·帕萨林']]",《 绿 灯 侠 ： 绿 灯 之 战 》 是 谁 创 作 的 ？,你知道绿灯侠：绿灯之战是谁画的吗？,请问《绿灯侠：绿灯之战》的作者是谁？,0.6340117454528809
"[['刘易斯·华莱士', '逝世日期', '1905']]",刘 易 斯 · 华 莱 士 什 么 时 候 死 的 ？,刘易斯·华莱士什么时候去世的？,刘易斯·华莱士是在哪一天去世的？,0.6850586533546448
"[['植物战怪兽', '开发商', '动网先锋网络科技有限公司'], ['动网先锋网络科技有限公司', '合作伙伴', '360安全卫士'], ['360安全卫士', '软件类型', '安全杀毒软件']]",植 物 战 怪 兽 的 开 发 商 的 合 作 伙 伴 这 款 软 件 属 于 什 么 类 型 ？,你了解植物战怪兽的开发商的合作伙伴这款软件属于什么类型吗？,植物战怪兽的开发商是动网先锋网络科技有限公司，而动网先锋网络科技有限公司的合作伙伴是360安全卫士，那么360安全卫士是一款什么类型的软件呢？,0.6161399483680725
"[['西班牙披肩之谜', '定价', '15.8 元']]",你 知 道 西 班 牙 披 肩 之 谜 的 定 价 是 多 少 吗 ？,西班牙披肩之谜的定价是多少?,请问西班牙披肩之谜的定价是多少？,0.7397987842559814
"[['战争日志', '作者', '天权'], ['天权', '赤纬', '+57 01\' 57.3""']]",请 问 战 争 日 志 的 作 者 的 纬 度 是 多 少 ？,你知道战争日志的作者的赤纬是多少吗？,请问《战争日志》的作者天权的赤纬是多少度？,0.6065481305122375
"[['波黑联邦', '主要民族', '波斯尼亚人、塞尔维亚人、克罗地亚人']]",你 知 道 波 黑 联 邦 主 要 是 什 么 民 族 吗 ？,波黑联邦的村民主要是什么民族的？,波黑联邦的主要民族有哪些？,0.6410671472549438
"[['夕线石', '颜色', '白色、灰色或浅绿、浅褐色']]",夕 线 石 有 哪 些 颜 色 ？,你知道夕线石是什么颜色的吗？,夕线石有哪些颜色？,0.6072489619255066
"[['希尔金', '欧洲三大杯', '出场8次，进0球']]",希 尔 金 在 欧 洲 三 大 杯 的 战 绩 如 何 ？,希尔金参加欧洲三大杯成就如何？,请问希尔金在欧洲三大杯的表现如何？,0.6799715757369995
"[['万敏（中国工程物理研究院光学工程研究室主任）', '个人荣誉', '2020年全国先进工作者']]",万 敏 的 个 人 荣 誉 是 什 么 ？,你知道万敏有啥个人荣誉吗,请问万敏的个人荣誉是什么？,0.5695250630378723
"[['北洋马医学堂', '著作', '《中国畜牧兽医季刊》']]",北 洋 马 医 学 堂 有 哪 些 著 作 ？,我想知道北洋马医学堂写过什么？,请问北洋马医学堂有哪些著作？,0.6246139407157898
"[['凯文（DOTA解说——凯文）', '现居', '湖南长沙']]",凯 文 现 在 住 在 哪 里 ？,凯文现在住在哪里啊？,凯文（DOTA解说——凯文）现在居住在哪里？,0.572063684463501
"[['天门冬氨酸', '熔点', '230 ℃']]",你 知 道 天 门 冬 氨 酸 的 熔 点 是 多 少 吗 ？,我想知道天门冬氨酸的熔点是多少？,请问天门冬氨酸的熔点是多少度？,0.6818455457687378
"[['福尔林（阿根廷足球运动员）', '球衣号码', '18']]",福 尔 林 的 球 衣 号 码 是 多 少 ？,你知道福尔林的球衣是多少号吗？,请问福尔林的球衣号码是多少？,0.620104193687439
"[['脖领儿', '正文', '衣服领儿;领子']]",脖 领 儿 的 正 文 是 什 么 ？,脖领儿是说什么内容的啊？,衣服领儿，也就是我们常说的领子，它的正式名称是什么？,0.599605917930603
"[['金俊秀（韩国艺人）', '出道时间', '2003年12月26日']]",金 俊 秀 什 么 时 候 出 道 的 ？,请问金俊秀是什么时候出道的啊？,金俊秀是什麽时候出道的？,0.6000763773918152
"[['中国人民大学广播台', '现任台长', '吕金蔚']]",中 国 人 民 大 学 广 播 台 现 在 的 台 长 是 谁,你知道现在谁是中国人民大学广播台的台长,请问中国人民大学广播台现在的台长是谁？,0.7094369530677795
"[['58型巡洋舰', '舰型', '导弹巡洋舰']]",58 型 巡 洋 舰 的 舰 型 是 什 么 ？,58型巡洋舰属于什么舰型,58型巡洋舰的舰型是什么？,0.7012590169906616
"[['生化危机：浣熊市行动', '结局数', '2 个']]",生 化 危 机 ： 浣 熊 市 行 动 有 多 少 个 结 局 ？,我想知道生化危机：浣熊市行动有多少种结局？,生化危机：浣熊市行动一共有多少个结局？,0.7311030030250549
"[['峰峰玉皇阁', '位置', '邯郸市峰峰矿区临水镇纸坊村西南']]",峰 峰 玉 皇 阁 在 什 么 位 置 ？,各位知道峰峰玉皇阁在场上哪个位置吗？,请问峰峰玉皇阁位于哪里？,0.6018692255020142
"[['银河战士（任天堂出品系列游戏）', '结局数', '1 个']]",银 河 战 士 有 几 个 结 局 ？,我想知道银河战士有多少种结局？,银河战士系列游戏一共有几个结局？,0.6195129156112671
"[['袖珍相机', '软件类别', '摄影']]",袖 珍 相 机 的 软 件 类 别 是 什 么 ？,袖珍相机是什么类型的软件？,袖珍相机的软件类别是什么？,0.6749282479286194
"[['阿德希尔·卡尔安', '星座', '狮子座']]",阿 德 希 尔 · 卡 尔 安 是 什 么 星 座 的 ？,谁知道阿德希尔·卡尔安是什么星座的？,请问阿德希尔·卡尔安的星座是什么？,0.6966252326965332
"[['Fury（电影《狂怒》(2014)英文名）', 'imdb编码', 'tt2713180']]",Fury 的 imdb 编 码 是 什 么 ？,Fury的imdb编码是多少啊？,请问电影《狂怒》(2014)的英文名为 Fury 的 IMDb 编码是多少？,0.5835739374160767
"[['Age35', '漫画作者', '柴门文']]",你 知 道 Age35 的 漫 画 作 者 是 谁 吗 ？,请问Age35的作者是谁？,请问 Age35 的漫画作者是谁？,0.5790443420410156
"[['衰退时尚', '人物', '凯特·温斯莱特'], ['凯特·温斯莱特', '代表作品', '泰坦尼克号'], ['泰坦尼克号', '制片成本', '2亿美元']]",衰 退 时 尚 的 人 物 的 代 表 作 品 的 制 片 成 本 是 多 少 ？,衰退时尚的人物的代表作品的制片成本是多少？,请问衰退时尚中凯特·温斯莱特的代表作品的制片成本是多少？,0.6262469291687012
"[['阿Q与孔乙己', '作家', '作家陈涌泉']]",阿 Q 与 孔 乙 己 由 谁 创 作 的 ？,请问阿Q与孔乙己的作者是谁？,请问阿Q与孔乙己的作者是谁？,0.6802406311035156
"[['A350-800', '动力来源', '航空煤油']]",请 问 A350 - 800 的 动 力 来 源 是 什 么 ？,你知道A350-800的动力来源是什么吗,请问A350-800的动力来源是什么？,0.6536322832107544
"[['北京地铁长春桥站', '所属线路', '北京地铁10号线'], ['北京地铁10号线', '车辆基地', '3座']]",北 京 地 铁 长 春 桥 站 的 所 属 线 路 有 哪 些 车 辆 基 地 ？,北京地铁长春桥站的所属线路有哪些车辆基地？,请问北京地铁长春桥站所属的车辆基地有哪些？,0.7344292402267456
"[['古代纪时法', '地区', '中国古代']]",古 代 纪 时 法 在 哪 个 地 区 ？,古代纪时法都在什么地区播出,请问古代纪时法是在哪个地区使用的？,0.6451969742774963
"[['马杜霉素', '注意事项', '泰妙菌素'], ['泰妙菌素', '分子量', '609.8']]",马 杜 霉 素 的 注 意 事 项 的 分 子 量 是 多 少 ？,马杜霉素的注意事项的分子量是多少？,浙江升华拜克生物股份有限公司的经营范围中提到的马杜霉素的注意事项的分子量是多少？,0.6775187849998474
"[['佐藤美佳子', '星座', '双子座']]",佐 藤 美 佳 子 是 什 么 星 座 的 ？,你知道佐藤美佳子是什么座的吗？,请问佐藤美佳子的星座是什么？,0.6266630291938782
"[['SDF-3', '型号', 'SDF-03']]",SDF - 3 的 型 号 是 什 么 ？,谁能告诉我一下SDF-3的型号吗？,请问SDF-3的型号是什么？,0.6011483073234558
"[['写生（词语）', '基本解释', '直接以实物或风景为对象绘画人物']]",写 生 的 基 本 解 释 是 什 么 ？,写生是什么意思？,写生的基本解释是什么？,0.5625272989273071
"[['一座颠倒的医院', '出版社', '福建少年儿童出版社']]",一 座 颠 倒 的 医 院 这 本 书 的 出 版 社 是 哪 个 ？,你知道一座颠倒的医院是哪个出版社的？,请问《一座颠倒的医院》这本书的出版社是哪家？,0.6717404127120972
"[['老年节', '别名', '重阳节'], ['重阳节', '节日活动', '踏秋']]",老 年 节 的 别 名 有 哪 些 传 统 习 俗 ？,老年节的别名有哪些传统习俗？,老年节，也被称为重阳节，有哪些传统习俗？,0.6163248419761658
"[['中国医药技术经济与管理', '主办单位', '中国科学技术信息研究所'], ['中国科学技术信息研究所', '所长', '戴国强']]",中 国 医 药 技 术 经 济 与 管 理 的 主 办 单 位 的 最 高 领 导 是 谁 ？,现在的中国医药技术经济与管理的主办单位的最高领导是谁呀？,请问中国医药技术经济与管理的最高领导是谁？,0.6666073203086853
"[['日本民进党', '名称由来', '日本民主党，维新党合并对外宣布']]",日 本 民 进 党 的 名 称 是 怎 么 来 的 ？,日本民进党的名字从何而来啊？,日本民进党的名字是怎么来的？,0.6647787094116211
"[['天柱峰（湖南省怀化市天柱峰）', '教派', '儒、释、道三教合一']]",你 知 道 天 柱 峰 的 教 派 吗 ？,你知道天柱峰的教派吗？,请问天柱峰的教派是什么？,0.6223942041397095
"[['萤石互联网云台摄像机XP1', '品牌', '萤石']]",萤 石 互 联 网 云 台 摄 像 机 XP1 是 什 么 牌 子 的 ？,萤石互联网云台摄像机XP1是什么牌子的？,请问萤石互联网云台摄像机XP1是哪个品牌的产品？,0.7381550669670105
"[['硫磷设计与粉体工程', '创刊时间', '1991年']]",硫 磷 设 计 与 粉 体 工 程 是 什 么 时 候 创 刊 的 ？,我想知道硫磷设计与粉体工程的创刊时间是什么时候？,硫磷设计与粉体工程是在哪一年创刊的呢？,0.7351202368736267
"[['衢州市柯城区人民医院', '医院类型', '人民医院'], ['人民医院', '医院类型', '综合性医院']]",衢 州 市 柯 城 区 人 民 医 院 的 医 院 类 型 是 什 么 类 型 的 ？,彭州市衢州市柯城区人民医院的医院类型是什么类型的？,衢州市柯城区人民医院属于哪一类医院？,0.7128618955612183
"[['迈阿密大学（美国俄亥俄州公立高校）', '代表色', '红色、白色']]",迈 阿 密 大 学 的 代 表 色 是 什 么 ？,迈阿密大学代表色是什么啊？,迈阿密大学（美国俄亥俄州公立高校）的代表色是什么？,0.6552454829216003
"[['江湖生化', '作者', '市井小人'], ['市井小人', '【释义】', '：指城市中庸俗鄙陋之人。']]",请 问 江 湖 生 化 的 作 者 是 什 么 意 思 ？,请问江湖生化的作者是什么意思啊？,请问江湖生化的作者是谁？,0.5795696973800659
"[['英国民谣', '主要包括', '英格兰民谣和苏格兰民谣']]",英 国 民 谣 主 要 包 括 哪 些 ？,你知道英国民谣主要有什么嘛？,英国民谣主要包括哪些类型？,0.6610866785049438
"[['李陵（西汉历史人物）', '祖父', '李广']]",李 陵 的 祖 父 是 谁 ？,李陵的父亲是谁啊？,请问李陵的祖父是谁？,0.6072742938995361
"[['风越女子高中', '罗马音', 'Kazakoshijoshi']]",你 知 道 风 越 女 子 高 中 怎 么 用 罗 马 音 发 ？,请问风越女子高中用罗马音怎么读？,请问风越女子高中用罗马音怎么读？,0.6758309602737427
"[['诛三计', '出品公司', '腾讯'], ['腾讯', '总部地点', '中国深圳']]",诛 三 计 的 出 品 公 司 的 总 部 在 哪 里 ？,诛三计的出品公司的总部在哪里？,请问诛三计的出品公司的总部在哪里？,0.6483041644096375
"[['吉布提', '国歌', '《Djibouti》']]",吉 布 提 的 国 歌 叫 什 么 ？,什么是吉布提的国歌？,请问吉布提的国歌是什么？,0.6554233431816101
"[['附睾肿大', '人群', '多见于中青年']]",附 睾 肿 大 适 合 什 么 人 群 ？,我很好奇附睾肿大是指哪些人？,请问附睾肿大通常出现在哪些人群中？,0.6356554627418518
"[['智利（智利共和国）', '国家领袖', '塞瓦斯蒂安·皮涅拉·埃切尼克(总统)']]",请 问 智 利 的 国 王 是 谁 ？,智利的国家领袖有哪些？,请问智利的国家领袖是谁？,0.6099807620048523
"[['杜乔琪', '扮演者', '王乐妍']]",你 知 道 杜 乔 琪 是 谁 演 的 吗 ？,你知道杜乔琪是那个演员演的吗？,请问杜乔琪这个角色是由谁扮演的？,0.624093770980835
"[['古格藏香坊', '隶属公司', '华藏香堂']]",古 格 藏 香 坊 属 于 哪 个 公 司 ？,你了解古格藏香坊属于什么公司吗？,请问古格藏香坊隶属于哪家公司？,0.6799032092094421
"[['极光迪莫', '中文名', '皇家圣光迪莫'], ['皇家圣光迪莫', '形态', '圣光迪莫超进化形态']]",极 光 迪 莫 的 中 文 名 是 什 么 形 态 ？,请问极光迪莫的中文名是什么样子的？,请问极光迪莫的中文名字是什么形态？,0.6282865405082703
"[['纷至沓来', '近义词', '接踵而至、络绎不绝、车水马龙、熙熙攘攘等']]",纷 至 沓 来 的 近 义 词 是 什 么 ？,那么纷至沓来的近义词是什么？,请问'纷至沓来'的近义词有哪些？,0.659898042678833
"[['为农副产品找销路', '出版社', '武汉大学'], ['武汉大学', '中文名', '武汉大学']]",为 农 副 产 品 找 销 路 的 出 版 社 的 中 文 名 是 什 么 ？,为农副产品找销路的出版社学报（医学版）的主办单位是哪里？,请问为农副产品找销路的出版社的中文名是什么？,0.6525818109512329
"[['嘉年华（美国奇幻电视剧）', '首播频道', 'HBO']]",嘉 年 华 在 哪 个 频 道 首 播 ？,你知道嘉年华是在什么台播出的吗？,嘉年华（美国奇幻电视剧）首播的频道是哪个？,0.5931801199913025
"[['担保权益', '形式', '担保权人享有的权益']]",请 问 担 保 权 益 是 什 么 样 的 ？,担保权益是什么样的？,担保权益的形式是什么？,0.6501836776733398
"[['红帮裁缝', '创始时间', '清末民初']]",红 帮 裁 缝 是 什 么 时 候 创 立 的 ？,请问红帮裁缝是在什么时候创造的？,请问红帮裁缝是在什么时候创立的？,0.6122888326644897
"[['健身教练（职业）', '制作发行', 'Responde Sign']]",《 健 身 教 练 》 是 谁 制 作 发 行 的 ？,健身教练是由哪里制作发行的？,请问《健身教练》是哪位制作发行人负责的呢？,0.655843198299408
"[['申遗热', '全称', '申报世界文化遗产热']]",申 遗 热 的 全 称 是 什 么 ？,申遗热的全名是什么？,请问申报世界文化遗产热的全称是什么？,0.6255118250846863
"[['李明达（唐太宗之女）', '封号', '晋阳']]",李 明 达 的 封 号 是 什 么 ？,你知道李明达是谁封号的吗？,请问李明达的封号是什么？,0.6011921763420105
"[['永春—永定高速公路', '设计时速', '80千米/小时']]",永 春 — 永 定 高 速 公 路 的 设 计 时 速 是 多 少 ？,永春—永定高速公路的时速是多少？,永春—永定高速公路的设计时速是多少？,0.7251531481742859
"[['1906年', '生肖', '马']]",1906 年 是 什 么 生 肖 啊 ？,请问1906年的生肖是什么？,1906年对应的生肖是什么？,0.6075249314308167
"[['承光（中医穴位名称）', '主治', '\xa0头痛，目眩，鼻塞，目翳等']]",你 知 道 承 光 主 治 什 么 吗 ？,承光主治什么？,承光穴主治什么病症？,0.5743341445922852
"[['关东农政局', '管辖', '茨城县、栃木县']]",关 东 农 政 局 管 辖 哪 里 ？,关东农政局的管辖范围是什么？,请问关东农政局管辖了哪些地方？,0.6375049352645874
"[['三（挪威1971年Nicole Macé执导电影）', '胶片长度', '2370 m']]",三 的 胶 片 长 度 是 多 少,三的胶片长度是多少,请问电影三的胶片长度是多少米？,0.6148934960365295
"[['全等图形', '概念', '能够完全重合的两个图形']]",全 等 图 形 的 概 念 是 什 么 ？,你知道全等图形是什么吗？,全等图形的概念是什么？,0.6056514382362366
"[['北京经纪人协会', '会长', '刘健']]",北 京 经 纪 人 协 会 的 会 长 是 谁 ？,请问北京经纪人协会的会长是谁啊？,请问北京经纪人协会的会长是谁？,0.7108883261680603
"[['三下桃园', '执行导演', '方彦、许石青']]",三 下 桃 园 的 执 行 导 演 是 谁,谁知道三下桃园的执行导演啊,请问三下桃园的执行导演是谁？,0.6797887086868286
"[['卷使文丞', '配音', '黄文择']]",请 问 卷 使 文 丞 的 配 音 都 有 谁 ？,卷使文丞的配音是谁呢？,卷使文丞的配音演员有哪些？,0.6503847241401672
"[['沧州市食品安全事故应急预案', '性质', '应急预案'], ['应急预案', '学科分类', '公共社会学']]",沧 州 市 食 品 安 全 事 故 应 急 预 案 的 性 质 的 学 科 如 何 分 类 ？,沧州市食品安全事故应急预案的性质的学科如何分类的？,沧州市食品安全事故应急预案属于公共社会学中的哪一类学科？,0.7406357526779175
"[['盘水街道', '行政区域', '3社区9村']]",盘 水 街 道 属 于 哪 个 行 政 区 域 ？,盘水街道在哪个区？,请问盘水街道属于哪个行政区域？,0.6190530061721802
"[['figma', '系列', '可动式人物模型系列']]",figma 属 于 哪 个 系 列 ？,我想问一下figma是属于哪个系列的漫画？,figma 属于哪个系列？,0.5827775001525879
"[['黄建华（中南大学口腔医学院副院长）', '科室', '口腔科']]",黄 建 华 属 于 哪 个 科 室 ？,请问黄建华是哪个科室的？,黄建华（中南大学口腔医学院副院长）属于哪个科室？,0.5992758870124817
"[['他比我好', '歌曲原唱', '陌子轩'], ['陌子轩', '生肖', '狗']]",他 比 我 好 的 歌 曲 原 唱 什 么 属 性 ？,他比我好的歌曲原唱什么属性？,请问，他比我好这首歌的原唱是谁？,0.6095532178878784
"[['东南丘陵', '走向', '多为东北--西南']]",东 南 丘 陵 是 什 么 走 向 的 ？,你知道东南丘陵的走向吗？,请问东南丘陵的走向是什么？,0.6764457821846008
"[['第四忍界大战', '角色设计', '旗木卡卡西'], ['旗木卡卡西', '父亲', '旗木朔茂'], ['旗木朔茂', '出身', '木叶隐村']]",第 四 忍 界 大 战 的 角 色 设 计 的 父 亲 的 出 身 如 何 ？,第四忍界大战的角色设计的父亲的出身如何？,第四忍界大战中旗木卡卡西的父亲旗木朔茂的出身是什么？,0.6381926536560059
"[['山东贵都大酒店', '房间数量', '221间']]",山 东 贵 都 大 酒 店 有 多 少 房 间 ？,山东贵都大酒店一共有多少个房间？,请问山东贵都大酒店有多少间房间？,0.7069175839424133
"[['伊尔门湖', '坐标', '58°20′N 31°20′E']]",请 问 伊 尔 门 湖 的 具 体 坐 标 是 什 么 ？,伊尔门湖的坐标是多少你知道吗？,请问伊尔门湖的具体坐标是什么？,0.5897305011749268
"[['弥陀寺（陕西省安康市旬阳县寺庙）', '始建年代', '宋']]",弥 陀 寺 始 建 于 什 么 时 候 ？,弥陀寺于什么时候始建？,请问弥陀寺（陕西省安康市旬阳县的寺庙）是何时建立的？,0.6057118773460388
"[['住宅产业化', '实现', '标准化、系列化']]",住 宅 产 业 化 实 现 了 什 么 ？,住宅产业化的目标是什么？,请问住宅产业化实现了什么？,0.6557817459106445
"[['中国女子短道速滑队', '主教练', '李琰']]",中 国 女 子 短 道 速 滑 队 的 主 教 练 是 谁 ？,谁是中国女子短道速滑队的主教练？,中国女子短道速滑队的主教练是谁？,0.7704475522041321
"[['杨佳琳', '昵称', '可可']]",你 知 道 杨 佳 琳 昵 称 是 什 么 吗 ？,杨佳琳的昵称都有什么啊？,请问杨佳琳的昵称是什么？,0.6110561490058899
"[['喂小饱', '代表作', '《我不能恋爱的女朋友》《巨蟹座：追梦的水晶鞋》《曾是暮暮与朝朝》等']]",喂 小 饱 的 代 表 作 是 什 么 ？,谁能告诉我喂小饱都有什么代表作？,请问喂小饱的代表作有哪些呢？,0.5761482119560242
"[['沃尔特·克鲁格', '军衔', '美国陆军四星上将']]",请 问 沃 尔 特 · 克 鲁 格 有 哪 些 军 衔 ？,沃尔特·克鲁格是什么军衔？,请问沃尔特·克鲁格拥有哪些军衔？,0.6993198990821838
"[['运动侦测', '也叫', '移动检测']]",运 动 侦 测 又 叫 什 么 ？,请问运动侦测还叫什么？,请问运动侦测又称为什么？,0.6671891808509827
"[['纸片人（吴克群演唱歌曲）', '谱曲', '吴克群']]",纸 片 人 是 谁 谱 的 曲 子 啊 ？,纸片人这首歌是谁谱的曲？,纸片人这首歌的曲子是谁谱的呢？,0.6252254843711853
"[['经济合作与发展组织', '官方网站', 'http://www.oecd.org/']]",经 济 合 作 与 发 展 组 织 的 官 方 网 站 是 什 么 ？,你知道经济合作与发展组织的网址是什么吗？,请问经济合作与发展组织的官方网站是哪个？,0.6543444991111755
