输入文本,生成问题,参考问题,改写问题,F1
"[['上海公交26路', '途经地区', '上海市黄浦区、徐汇区']]",上海公交26路途径哪些地区,你知道上海公交26路途经哪些地区,上海公交26路途径哪些地区,0.6833414435386658
"[['上海公交37路', '日最高客运量', '1.5 万人次']]",上海公交37路的日最高客运量有多少,上海公交37路的日最高客运量有多少,上海公交37路的日最高客运量有多少,0.7409245371818542
"[['船舶三维数控弯板机', '公司', '山东硕力机械制造有限公司']]",船舶三维数控弯板机是哪个公司生产的?,船舶三维数控弯板机的公司叫什么？,船舶三维数控弯板机是哪个公司生产的?,0.7128783464431763
"[['中华人民共和国全国人民代表大会议事规则', '通过日期', '1989年4月4日']]",中华人民共和国全国人民代表大会议事规则是什么时候通过的?,中华人民共和国全国人民代表大会议事规则何时通过的？,中华人民共和国全国人民代表大会议事规则是什么时候通过的?,0.7880908250808716
"[['瓦妮莎·布莱恩特', '丈夫', '科比·布莱恩特']]",瓦妮莎布莱恩特的丈夫叫什么?,请问瓦妮莎·布莱恩特的丈夫是谁？,瓦妮莎布莱恩特的丈夫叫什么?,0.7327449321746826
"[['密陀僧（中药）', '硬度', '2-3']]",密陀僧的硬度是多少?,请问密陀僧的硬度有多大？,密陀僧的硬度是多少?,0.638436496257782
"[['说不出口（A.NI演唱歌曲）', '混音', '大陆']]",说不出口的混音是什么?,请问说不出口的混音效果是什么样的啊？,说不出口的混音是什么?,0.6034125089645386
"[['净虚', '人物出处', '《红楼梦》']]",你知道净虚出自什么地方吗?,我想知道净虚的出处？,你知道净虚出自什么地方吗?,0.585564136505127
"[['做空者', '特点', '用一定的保证金来建立空头头寸']]",做空者的特点是什么?,你知道做空者有什么特点吗？,做空者的特点是什么?,0.6217114925384521
"[['真心（三立偶像文创剧）', '片尾曲', '《明年情人节》']]",真心的片尾曲叫什么?,真心的片尾曲是什么？,真心的片尾曲叫什么?,0.6140144467353821
"[['蒙古族养驼习俗', '遗产编号', 'Ⅹ-92']]",蒙古族养驼习俗的遗产编号是什么?,蒙古族养驼习俗的遗产编号是什么？,蒙古族养驼习俗的遗产编号是什么?,0.7411544919013977
"[['夏志清', '家庭', '兄长夏济安']]",夏志清的家庭是什么样的?,请问夏志清有哪些家庭成员？,夏志清的家庭是什么样的?,0.6201149225234985
"[['厦门公交953路', '票价', '一票制2元']]",厦门公交953路的票价是多少?,厦门公交953路的票价怎么样？,厦门公交953路的票价是多少?,0.7083770632743835
"[['二月八年节', '地区', '云南省哀牢山区']]",二月八年节在什么地方?,二月八年节是哪个地区的？,二月八年节在什么地方?,0.6341640949249268
"[['BINGO!（SNH48《我的太阳》公演曲目）', '首演日期', '2015年4月24日']]",BINGO!SNH48《我的太阳》公演曲目》是什么时候首演的,请告诉我BINGO!的首演日期,BINGO!SNH48《我的太阳》公演曲目》是什么时候首演的,0.6419390439987183
"[['垣渑高速公路', '起点', '山西垣曲']]",你知道垣渑高速公路的起点是什么地方吗?,垣渑高速公路从什么地方开始的？,你知道垣渑高速公路的起点是什么地方吗?,0.6619831323623657
"[['栖霞艾山自然风景区', '著名景点', '石猴'], ['石猴', '别名', '孙悟空'], ['孙悟空', '师父', '菩提祖师']]",谁是栖霞艾山自然风景区的著名景点的别名的师父?,谁是栖霞艾山自然风景区的著名景点的别名的师父？,谁是栖霞艾山自然风景区的著名景点的别名的师父?,0.6868801712989807
"[['国家镁合金材料工程技术研究中心', '主任', '潘复生']]",国家镁合金材料工程技术研究中心的主任是谁?,请问国家镁合金材料工程技术研究中心的主任是谁？,国家镁合金材料工程技术研究中心的主任是谁?,0.7910196781158447
"[['腓特烈三世', '父亲', '威廉一世'], ['威廉一世', '母亲', '梅克伦堡-施特雷利茨郡主路易丝']]",请问腓特烈三世的父亲的母亲是哪位?,有人知道腓特烈三世的父亲的母亲是哪位吗？,请问腓特烈三世的父亲的母亲是哪位?,0.6231948137283325
"[['宝龙城市广场（上海宝龙城市广场）', '行政区域', '浦东']]",宝龙城市广场属于哪个行政区域?,请问上海宝龙城市广场是属于哪个区的呢？,宝龙城市广场属于哪个行政区域?,0.6837383508682251
"[['死星（太阳系中的卫星）', '质量', '3.84×10^19 kg']]",死星的质量是多少?,死星有多重？,死星的质量是多少?,0.5752123594284058
"[['折纸（纸张折成各种不同形状的艺术活动）', '繁体', '摺紙']]",请问折纸的繁体字怎么写?,请告诉我折纸的繁体写法好吗？,请问折纸的繁体字怎么写?,0.5858364701271057
"[['中国国家男子篮球队', '队长', '周鹏']]",中国国家男子篮球队的队长叫什么?,我想知道中国国家男子篮球队的队长是谁？,中国国家男子篮球队的队长叫什么?,0.719977617263794
"[['郑亨敦', '职业', '主持人'], ['主持人', '代表人物', '董卿'], ['董卿', '座右铭', '量力而行']]",郑亨敦的职业的代表人物的座右铭是什么?,郑亨敦的职业的代表人物的座右铭是什么？,郑亨敦的职业的代表人物的座右铭是什么?,0.6194589734077454
"[['1!2!3!4! 请多关照！', '中心', '松井珠理奈、松井玲奈']]",请问1!2!3!4! 请多关照!在哪个中心?,请问1!2!3!4! 请多关照！的中心需求是什么?,请问1!2!3!4! 请多关照!在哪个中心?,0.7165711522102356
"[['油炸面窝', '配料', '水适量、盐两小勺、鸡精一小勺']]",油炸面窝需要哪些配料?,油炸面窝需要哪些配料,油炸面窝需要哪些配料?,0.6204931139945984
"[['莱维斯曼动作', '代表', '武直-10'], ['武直-10', '服役', '2012年11月18日']]",莱维斯曼动作的代表服役了多久?,莱维斯曼动作的代表什么时候开始服役的？,莱维斯曼动作的代表服役了多久?,0.6140488386154175
"[['丁草胺', '密度', '1.074g/cm³']]",丁草胺密度如何?,请问丁草胺的密度是多少？,丁草胺密度如何?,0.6229576468467712
"[['草乌', '用量', '1.5～3g']]",草乌的用量是多少?,请问草乌每天应该吃多少？,草乌的用量是多少?,0.545491099357605
"[['英国威廉希尔公司', '成立', '1934']]",英国威廉希尔公司成立于哪年?,英国威廉希尔公司是什么时候成立的？,英国威廉希尔公司成立于哪年?,0.7088911533355713
"[['岳西县', '下辖地区', '温泉镇'], ['温泉镇', '方言', '赣语']]",岳西县的下辖地区使用什么方言?,岳西县的下辖地区使用什么方言？,岳西县的下辖地区使用什么方言?,0.6444615721702576
"[['公共政策学（2018年科学出版社出版的图书）', '装帧', '平装']]",公共政策学是怎样装帧的?,你知道公共政策学是怎样装帧的吗？,公共政策学是怎样装帧的?,0.6264406442642212
"[['终南乡', '下辖地区', '22个行政村']]",终南乡的下辖地区都有什么来着?,终南乡下辖地区都有哪些？,终南乡的下辖地区都有什么来着?,0.6538417339324951
"[['苏州电器科学研究院', '特点', '美国UL签约实验室']]",苏州电器科学研究院有什么特点?,请问苏州电器科学研究院应该具有什么特点？,苏州电器科学研究院有什么特点?,0.6967703700065613
"[['网络三维', '开始时间', '20世纪90年代初期']]",网络三维是什么时候开始的?,大家知道网络三维的开始时间吗？,网络三维是什么时候开始的?,0.661340057849884
"[['七台河市人民政府', '现任市长', '李兵']]",七台河市人民政府的现任市长是谁,七台河市人民政府现在是谁当市长,七台河市人民政府的现任市长是谁,0.7366470098495483
"[['张秀峰（内蒙古自治区人民检察院检察委员会专职委员）', '信仰', '共产主义']]",张秀峰的信仰是什么?,张秀峰属于哪个党派？,张秀峰的信仰是什么?,0.5478452444076538
"[['水库村', '养殖产业', '羊'], ['羊', '亚纲', '真兽亚纲']]",水库村的养殖产业属于什么亚纲?,山水库村的养殖产业是属于哪个亚纲的,水库村的养殖产业属于什么亚纲?,0.6515687704086304
"[['偶像大师：灰姑娘女孩（A-1 Pictures制作的电视动画）', '角色设计', '松尾祐辅']]",偶像大师:灰姑娘女孩的角色是谁设计的?,偶像大师：灰姑娘女孩设计了哪些角色？,偶像大师:灰姑娘女孩的角色是谁设计的?,0.6746293902397156
"[['人间日月长', '作者', '云南'], ['云南', '别名', '云,滇']]",人间日月长的作者云南的别名是什么?,人间日月长的作者红河奔牛俱乐部篮球队是在哪里创办的？,人间日月长的作者云南的别名是什么?,0.5635370016098022
"[['都枝寒', '家庭', '父母、妹妹']]",都枝寒的家庭是怎样的?,都枝寒家里有什么人？,都枝寒的家庭是怎样的?,0.5792571306228638
"[['粘滞性（流体相对运动产生内摩擦力）', '别称', '内摩擦']]",粘滞性还叫什么?,粘滞性又被叫做什么？,粘滞性还叫什么?,0.5935389995574951
"[['绿灯侠：绿灯之战', '作画', '道格·曼科、泰勒·柯克汉姆、费尔南多·帕萨林']]",绿灯侠:绿灯之战是谁画的?,你知道绿灯侠：绿灯之战是谁画的吗？,绿灯侠:绿灯之战是谁画的?,0.6340117454528809
"[['刘易斯·华莱士', '逝世日期', '1905']]",刘易斯华莱士是什么时候死的,刘易斯·华莱士什么时候去世的？,刘易斯华莱士是什么时候死的,0.6850586533546448
"[['植物战怪兽', '开发商', '动网先锋网络科技有限公司'], ['动网先锋网络科技有限公司', '合作伙伴', '360安全卫士'], ['360安全卫士', '软件类型', '安全杀毒软件']]",植物战怪兽的开发商的合作产品是什么类型的?,你了解植物战怪兽的开发商的合作伙伴这款软件属于什么类型吗？,植物战怪兽的开发商的合作产品是什么类型的?,0.6161399483680725
"[['西班牙披肩之谜', '定价', '15.8 元']]",西班牙披肩之谜的定价是多少?,西班牙披肩之谜的定价是多少?,西班牙披肩之谜的定价是多少?,0.7397987842559814
"[['战争日志', '作者', '天权'], ['天权', '赤纬', '+57 01\' 57.3""']]",战争日志的作者的赤纬是多少?,你知道战争日志的作者的赤纬是多少吗？,战争日志的作者的赤纬是多少?,0.6065481305122375
"[['波黑联邦', '主要民族', '波斯尼亚人、塞尔维亚人、克罗地亚人']]",你知道波黑联邦主要是什么民族吗?,波黑联邦的村民主要是什么民族的？,你知道波黑联邦主要是什么民族吗?,0.6410672068595886
"[['夕线石', '颜色', '白色、灰色或浅绿、浅褐色']]",夕线石是什么颜色的?,你知道夕线石是什么颜色的吗？,夕线石是什么颜色的?,0.6072489619255066
"[['希尔金', '欧洲三大杯', '出场8次，进0球']]",希尔金在欧洲三大杯的出场次数?,希尔金参加欧洲三大杯成就如何？,希尔金在欧洲三大杯的出场次数?,0.6799715757369995
"[['万敏（中国工程物理研究院光学工程研究室主任）', '个人荣誉', '2020年全国先进工作者']]",万敏获得过什么个人荣誉?,你知道万敏有啥个人荣誉吗,万敏获得过什么个人荣誉?,0.5695251822471619
"[['北洋马医学堂', '著作', '《中国畜牧兽医季刊》']]",北洋马医学堂有哪些著作?,我想知道北洋马医学堂写过什么？,北洋马医学堂有哪些著作?,0.6246139407157898
"[['凯文（DOTA解说——凯文）', '现居', '湖南长沙']]",你知道凯文现在住在哪里吗?,凯文现在住在哪里啊？,你知道凯文现在住在哪里吗?,0.572063684463501
"[['天门冬氨酸', '熔点', '230 ℃']]",天门冬氨酸的熔点是多少?,我想知道天门冬氨酸的熔点是多少？,天门冬氨酸的熔点是多少?,0.6818455457687378
"[['福尔林（阿根廷足球运动员）', '球衣号码', '18']]",福尔林的球衣号码是多少?,你知道福尔林的球衣是多少号吗？,福尔林的球衣号码是多少?,0.620104193687439
"[['脖领儿', '正文', '衣服领儿;领子']]",脖领儿的正文是什么?,脖领儿是说什么内容的啊？,脖领儿的正文是什么?,0.599605917930603
"[['金俊秀（韩国艺人）', '出道时间', '2003年12月26日']]",金俊秀是什么时候出道的?,请问金俊秀是什么时候出道的啊？,金俊秀是什么时候出道的?,0.6000763773918152
"[['中国人民大学广播台', '现任台长', '吕金蔚']]",请问中国人民大学广播台的台长是谁?,你知道现在谁是中国人民大学广播台的台长,请问中国人民大学广播台的台长是谁?,0.7094368934631348
"[['58型巡洋舰', '舰型', '导弹巡洋舰']]",你知道58型巡洋舰是什么舰型吗?,58型巡洋舰属于什么舰型,你知道58型巡洋舰是什么舰型吗?,0.7012590169906616
"[['生化危机：浣熊市行动', '结局数', '2 个']]",生化危机:浣熊市行动有多少个结局?,我想知道生化危机：浣熊市行动有多少种结局？,生化危机:浣熊市行动有多少个结局?,0.7311030030250549
"[['峰峰玉皇阁', '位置', '邯郸市峰峰矿区临水镇纸坊村西南']]",峰峰玉皇阁在哪个位置?,各位知道峰峰玉皇阁在场上哪个位置吗？,峰峰玉皇阁在哪个位置?,0.6018692255020142
"[['银河战士（任天堂出品系列游戏）', '结局数', '1 个']]",你知道银河战士有多少个结局吗?,我想知道银河战士有多少种结局？,你知道银河战士有多少个结局吗?,0.6195129156112671
"[['袖珍相机', '软件类别', '摄影']]",袖珍相机属于什么类别?,袖珍相机是什么类型的软件？,袖珍相机属于什么类别?,0.6749282479286194
"[['阿德希尔·卡尔安', '星座', '狮子座']]",阿德希尔卡尔安是什么星座的?,谁知道阿德希尔·卡尔安是什么星座的？,阿德希尔卡尔安是什么星座的?,0.6966252326965332
"[['Fury（电影《狂怒》(2014)英文名）', 'imdb编码', 'tt2713180']]",Furry的imdb编码是多少?,Fury的imdb编码是多少啊？,Furry的imdb编码是多少?,0.5835739374160767
"[['Age35', '漫画作者', '柴门文']]",Age35这本漫画的作者是谁?,请问Age35的作者是谁？,Age35这本漫画的作者是谁?,0.5790443420410156
"[['衰退时尚', '人物', '凯特·温斯莱特'], ['凯特·温斯莱特', '代表作品', '泰坦尼克号'], ['泰坦尼克号', '制片成本', '2亿美元']]",衰退时尚的人物的代表作品的制片成本是多少?,衰退时尚的人物的代表作品的制片成本是多少？,衰退时尚的人物的代表作品的制片成本是多少?,0.6262469291687012
"[['阿Q与孔乙己', '作家', '作家陈涌泉']]",阿Q与孔乙己是谁写的小说?,请问阿Q与孔乙己的作者是谁？,阿Q与孔乙己是谁写的小说?,0.6802406311035156
"[['A350-800', '动力来源', '航空煤油']]",你知道A350-800的动力来源是什么吗?,你知道A350-800的动力来源是什么吗,你知道A350-800的动力来源是什么吗?,0.6536322832107544
"[['北京地铁长春桥站', '所属线路', '北京地铁10号线'], ['北京地铁10号线', '车辆基地', '3座']]",北京地铁长春桥站的所属线路有多少个车辆基地?,北京地铁长春桥站的所属线路有哪些车辆基地？,北京地铁长春桥站的所属线路有多少个车辆基地?,0.7344292402267456
"[['古代纪时法', '地区', '中国古代']]",古代纪时法是哪个地区的吗?,古代纪时法都在什么地区播出,古代纪时法是哪个地区的吗?,0.6451970338821411
"[['马杜霉素', '注意事项', '泰妙菌素'], ['泰妙菌素', '分子量', '609.8']]",马杜霉素的注意事项的分子量是多少?,马杜霉素的注意事项的分子量是多少？,马杜霉素的注意事项的分子量是多少?,0.6775187849998474
"[['佐藤美佳子', '星座', '双子座']]",佐藤美佳子是什么星座的?,你知道佐藤美佳子是什么座的吗？,佐藤美佳子是什么星座的?,0.6266630291938782
"[['SDF-3', '型号', 'SDF-03']]",SDF-3的型号是什么?,谁能告诉我一下SDF-3的型号吗？,SDF-3的型号是什么?,0.6011483669281006
"[['写生（词语）', '基本解释', '直接以实物或风景为对象绘画人物']]",写生的基本解释是什么?,写生是什么意思？,写生的基本解释是什么?,0.5625272989273071
"[['一座颠倒的医院', '出版社', '福建少年儿童出版社']]",一座颠倒的医院是哪个出版社出版的?,你知道一座颠倒的医院是哪个出版社的？,一座颠倒的医院是哪个出版社出版的?,0.6717404127120972
"[['老年节', '别名', '重阳节'], ['重阳节', '节日活动', '踏秋']]",老年节的别名有哪些传统习俗?,老年节的别名有哪些传统习俗？,老年节的别名有哪些传统习俗?,0.6163248419761658
"[['中国医药技术经济与管理', '主办单位', '中国科学技术信息研究所'], ['中国科学技术信息研究所', '所长', '戴国强']]",中国医药技术经济与管理的主办单位的最高领导是谁来着?,现在的中国医药技术经济与管理的主办单位的最高领导是谁呀？,中国医药技术经济与管理的主办单位的最高领导是谁来着?,0.6666073203086853
"[['日本民进党', '名称由来', '日本民主党，维新党合并对外宣布']]",日本民进党这个政党的名称是什么时候来着?,日本民进党的名字从何而来啊？,日本民进党这个政党的名称是什么时候来着?,0.6647787094116211
"[['天柱峰（湖南省怀化市天柱峰）', '教派', '儒、释、道三教合一']]",天柱峰是什么教派的?,你知道天柱峰的教派吗？,天柱峰是什么教派的?,0.6223941445350647
"[['萤石互联网云台摄像机XP1', '品牌', '萤石']]",萤石互联网云台摄像机XP1是什么牌子的?,萤石互联网云台摄像机XP1是什么牌子的？,萤石互联网云台摄像机XP1是什么牌子的?,0.738154947757721
"[['硫磷设计与粉体工程', '创刊时间', '1991年']]",你记得硫磷设计与粉体工程是什么时候创刊的吗?,我想知道硫磷设计与粉体工程的创刊时间是什么时候？,你记得硫磷设计与粉体工程是什么时候创刊的吗?,0.7351202368736267
"[['衢州市柯城区人民医院', '医院类型', '人民医院'], ['人民医院', '医院类型', '综合性医院']]",衢州市柯城区人民医院的医院类型是什么类型的?,彭州市衢州市柯城区人民医院的医院类型是什么类型的？,衢州市柯城区人民医院的医院类型是什么类型的?,0.7128618955612183
"[['迈阿密大学（美国俄亥俄州公立高校）', '代表色', '红色、白色']]",迈阿密大学的代表色是什么?,迈阿密大学代表色是什么啊？,迈阿密大学的代表色是什么?,0.6552454829216003
"[['江湖生化', '作者', '市井小人'], ['市井小人', '【释义】', '：指城市中庸俗鄙陋之人。']]",江湖生化的作者是什么意思?,请问江湖生化的作者是什么意思啊？,江湖生化的作者是什么意思?,0.5795696973800659
"[['英国民谣', '主要包括', '英格兰民谣和苏格兰民谣']]",英国民谣主要包括哪些?,你知道英国民谣主要有什么嘛？,英国民谣主要包括哪些?,0.6610866785049438
"[['李陵（西汉历史人物）', '祖父', '李广']]",李陵的祖父是谁,李陵的父亲是谁啊？,李陵的祖父是谁,0.6072742938995361
"[['风越女子高中', '罗马音', 'Kazakoshijoshi']]",风越女子高中的罗马音怎么拼写?,请问风越女子高中用罗马音怎么读？,风越女子高中的罗马音怎么拼写?,0.6758309602737427
"[['诛三计', '出品公司', '腾讯'], ['腾讯', '总部地点', '中国深圳']]",诛三计的出品公司的总部在哪里?,诛三计的出品公司的总部在哪里？,诛三计的出品公司的总部在哪里?,0.6483041644096375
"[['吉布提', '国歌', '《Djibouti》']]",吉布提的国歌是什么?,什么是吉布提的国歌？,吉布提的国歌是什么?,0.6554233431816101
"[['附睾肿大', '人群', '多见于中青年']]",附睾肿大适合什么人群?,我很好奇附睾肿大是指哪些人？,附睾肿大适合什么人群?,0.635655403137207
"[['智利（智利共和国）', '国家领袖', '塞瓦斯蒂安·皮涅拉·埃切尼克(总统)']]",谁是智利的国家领袖?,智利的国家领袖有哪些？,谁是智利的国家领袖?,0.6099806427955627
"[['杜乔琪', '扮演者', '王乐妍']]",你知道杜乔琪是谁演的吗?,你知道杜乔琪是那个演员演的吗？,你知道杜乔琪是谁演的吗?,0.624093770980835
"[['古格藏香坊', '隶属公司', '华藏香堂']]",古格藏香坊隶属于哪里?,你了解古格藏香坊属于什么公司吗？,古格藏香坊隶属于哪里?,0.6799030900001526
"[['极光迪莫', '中文名', '皇家圣光迪莫'], ['皇家圣光迪莫', '形态', '圣光迪莫超进化形态']]",极光迪莫的中文名的形态是什么?,请问极光迪莫的中文名是什么样子的？,极光迪莫的中文名的形态是什么?,0.6282865405082703
"[['纷至沓来', '近义词', '接踵而至、络绎不绝、车水马龙、熙熙攘攘等']]",纷至沓来的近义词有什么?,那么纷至沓来的近义词是什么？,纷至沓来的近义词有什么?,0.659898042678833
"[['为农副产品找销路', '出版社', '武汉大学'], ['武汉大学', '中文名', '武汉大学']]",为农副产品找销路的出版社在哪个大学设置的?,为农副产品找销路的出版社学报（医学版）的主办单位是哪里？,为农副产品找销路的出版社在哪个大学设置的?,0.6525818109512329
"[['嘉年华（美国奇幻电视剧）', '首播频道', 'HBO']]",嘉年华在哪个频道首播?,你知道嘉年华是在什么台播出的吗？,嘉年华在哪个频道首播?,0.5931801795959473
"[['担保权益', '形式', '担保权人享有的权益']]",担保权益是什么形式的?,担保权益是什么样的？,担保权益是什么形式的?,0.6501836776733398
"[['红帮裁缝', '创始时间', '清末民初']]",你知道红帮裁缝的创始时间吗?,请问红帮裁缝是在什么时候创造的？,你知道红帮裁缝的创始时间吗?,0.6122888326644897
"[['健身教练（职业）', '制作发行', 'Responde Sign']]",健身教练由谁制作发行的?,健身教练是由哪里制作发行的？,健身教练由谁制作发行的?,0.655843198299408
"[['申遗热', '全称', '申报世界文化遗产热']]",申遗热的全称是什么?,申遗热的全名是什么？,申遗热的全称是什么?,0.6255118250846863
"[['李明达（唐太宗之女）', '封号', '晋阳']]",李明达的封号是什么?,你知道李明达是谁封号的吗？,李明达的封号是什么?,0.6011921763420105
"[['永春—永定高速公路', '设计时速', '80千米/小时']]",永春—永定高速公路的设计时速是多少?,永春—永定高速公路的时速是多少？,永春—永定高速公路的设计时速是多少?,0.7251531481742859
"[['1906年', '生肖', '马']]",你知道1906年是什么生肖吗?,请问1906年的生肖是什么？,你知道1906年是什么生肖吗?,0.6075250506401062
"[['承光（中医穴位名称）', '主治', '\xa0头痛，目眩，鼻塞，目翳等']]",你知道承光主治什么吗?,承光主治什么？,你知道承光主治什么吗?,0.5743341445922852
"[['关东农政局', '管辖', '茨城县、栃木县']]",关东农政局管辖哪里?,关东农政局的管辖范围是什么？,关东农政局管辖哪里?,0.6375049352645874
"[['三（挪威1971年Nicole Macé执导电影）', '胶片长度', '2370 m']]",三的胶片有多长?,三的胶片长度是多少,三的胶片有多长?,0.6148935556411743
"[['全等图形', '概念', '能够完全重合的两个图形']]",你知道全等图形是什么意思吗?,你知道全等图形是什么吗？,你知道全等图形是什么意思吗?,0.6056514382362366
"[['北京经纪人协会', '会长', '刘健']]",北京经纪人协会的会长是谁?,请问北京经纪人协会的会长是谁啊？,北京经纪人协会的会长是谁?,0.7108883261680603
"[['三下桃园', '执行导演', '方彦、许石青']]",三下桃园的执行导演是谁,谁知道三下桃园的执行导演啊,三下桃园的执行导演是谁,0.6797887086868286
"[['卷使文丞', '配音', '黄文择']]",谁是卷使文丞的配音者?,卷使文丞的配音是谁呢？,谁是卷使文丞的配音者?,0.650384783744812
"[['沧州市食品安全事故应急预案', '性质', '应急预案'], ['应急预案', '学科分类', '公共社会学']]",沧州市食品安全事故应急预案的性质属于什么学科?,沧州市食品安全事故应急预案的性质的学科如何分类的？,沧州市食品安全事故应急预案的性质属于什么学科?,0.7406357526779175
"[['盘水街道', '行政区域', '3社区9村']]",盘水街道的行政区域是什么?,盘水街道在哪个区？,盘水街道的行政区域是什么?,0.6190530061721802
"[['figma', '系列', '可动式人物模型系列']]",figma是什么系列的?,我想问一下figma是属于哪个系列的漫画？,figma是什么系列的?,0.5827774405479431
"[['黄建华（中南大学口腔医学院副院长）', '科室', '口腔科']]",黄建华的科室是什么?,请问黄建华是哪个科室的？,黄建华的科室是什么?,0.5992758870124817
"[['他比我好', '歌曲原唱', '陌子轩'], ['陌子轩', '生肖', '狗']]",你知道他比我好的歌曲原唱是什么生肖吗?,他比我好的歌曲原唱什么属性？,你知道他比我好的歌曲原唱是什么生肖吗?,0.6095532178878784
"[['东南丘陵', '走向', '多为东北--西南']]",东南丘陵的走向是什么?,你知道东南丘陵的走向吗？,东南丘陵的走向是什么?,0.6764457821846008
"[['第四忍界大战', '角色设计', '旗木卡卡西'], ['旗木卡卡西', '父亲', '旗木朔茂'], ['旗木朔茂', '出身', '木叶隐村']]",第四忍界大战的角色设计的父亲的出身如何?,第四忍界大战的角色设计的父亲的出身如何？,第四忍界大战的角色设计的父亲的出身如何?,0.6381926536560059
"[['山东贵都大酒店', '房间数量', '221间']]",山东贵都大酒店一共有多少房间?,山东贵都大酒店一共有多少个房间？,山东贵都大酒店一共有多少房间?,0.7069175839424133
"[['伊尔门湖', '坐标', '58°20′N 31°20′E']]",伊尔门湖的坐标是多少?,伊尔门湖的坐标是多少你知道吗？,伊尔门湖的坐标是多少?,0.5897305011749268
"[['弥陀寺（陕西省安康市旬阳县寺庙）', '始建年代', '宋']]",你知道弥陀寺是哪年建的吗?,弥陀寺于什么时候始建？,你知道弥陀寺是哪年建的吗?,0.6057116985321045
"[['住宅产业化', '实现', '标准化、系列化']]",住宅产业化实现了什么?,住宅产业化的目标是什么？,住宅产业化实现了什么?,0.6557817459106445
"[['中国女子短道速滑队', '主教练', '李琰']]",中国女子短道速滑队的主教练是谁?,谁是中国女子短道速滑队的主教练？,中国女子短道速滑队的主教练是谁?,0.7704475522041321
"[['杨佳琳', '昵称', '可可']]",杨佳琳的昵称是什么?,杨佳琳的昵称都有什么啊？,杨佳琳的昵称是什么?,0.6110561490058899
"[['喂小饱', '代表作', '《我不能恋爱的女朋友》《巨蟹座：追梦的水晶鞋》《曾是暮暮与朝朝》等']]",喂小饱的代表作是什么?,谁能告诉我喂小饱都有什么代表作？,喂小饱的代表作是什么?,0.5761482119560242
"[['沃尔特·克鲁格', '军衔', '美国陆军四星上将']]",你知道沃尔特克鲁格是什么军衔吗?,沃尔特·克鲁格是什么军衔？,你知道沃尔特克鲁格是什么军衔吗?,0.6993198990821838
"[['运动侦测', '也叫', '移动检测']]",运动侦测又叫什么?,请问运动侦测还叫什么？,运动侦测又叫什么?,0.6671891808509827
"[['纸片人（吴克群演唱歌曲）', '谱曲', '吴克群']]",谁是纸片人的谱曲?,纸片人这首歌是谁谱的曲？,谁是纸片人的谱曲?,0.6252255439758301
"[['经济合作与发展组织', '官方网站', 'http://www.oecd.org/']]",你知道经济合作与发展组织的官方网站吗?,你知道经济合作与发展组织的网址是什么吗？,你知道经济合作与发展组织的官方网站吗?,0.6543444991111755
"[['ADV（游戏类型）', '适用人群', '日本游戏厂商']]",ADV适用于什么人群?,ADV适用哪些人群？,ADV适用于什么人群?,0.6234123110771179
"[['恋爱的白熊', '揭载号', '2015年7月号']]",你知道恋爱的白熊的揭载号是多少吗?,恋爱的白熊的揭载号是多少？,你知道恋爱的白熊的揭载号是多少吗?,0.6637531518936157
"[['奥迪A6L', '加速时间', '6.6 至 8.3 秒']]",奥迪A6L的加速时间是多少?,你知道奥迪A6L需要多长时间的加速吗？,奥迪A6L的加速时间是多少?,0.6091718673706055
"[['吉利帝豪', '油箱容积', '50']]",吉利帝豪油箱的容积是多少?,吉利帝豪的油箱容量是多大？,吉利帝豪油箱的容积是多少?,0.7047355771064758
"[['龙峰山', '始建于', '唐贞观年间']]",龙峰山始建于什么时候?,你了解龙峰山始建于什么时候吗？,龙峰山始建于什么时候?,0.6453007459640503
"[['贵妃饼', '营养成分', '蛋白质，脂肪']]",贵妃饼有哪些营养成分?,请问贵妃饼有哪些营养成分？,贵妃饼有哪些营养成分?,0.6857519745826721
"[['贡萨洛·曼努埃尔·甘希尼奥·格德斯', '惯用脚', '右脚']]",你知道贡萨洛曼努埃尔甘希尼奥格德斯惯用哪只脚吗?,贡萨洛·曼努埃尔·甘希尼奥·格德斯一般惯用哪只脚？,你知道贡萨洛曼努埃尔甘希尼奥格德斯惯用哪只脚吗?,0.8225521445274353
"[['宝马M5', '车型尺寸', '4910mm*1891mm*1467mm']]",宝马M5的车型尺寸是多少?,宝马M5这款车型的尺寸是多大？,宝马M5的车型尺寸是多少?,0.6382789611816406
"[['零办法', '片长', '116 分钟']]",零办法这部片子有多长?,你知道零办法的片长有多长吗？,零办法这部片子有多长?,0.6402779817581177
"[['爱在那一天', '主演', '叶青'], ['叶青', '出道地区', '内地']]",爱在那一天的主演是在哪里出道的?,请问爱在那一天的主演是在哪里出道的啊？,爱在那一天的主演是在哪里出道的?,0.6109911203384399
"[['七姊妹（蔷薇科植物）', '纲', '双子叶植物纲']]",七姊妹属于哪个纲,七姊妹属于什么纲,七姊妹属于哪个纲,0.5763232707977295
"[['蕨麻米饭', '主要原料', '蕨麻'], ['蕨麻', '亚科', '蔷薇亚科']]",蕨麻米饭的主要原料属于什么亚科?,蕨麻米饭的主要原料属于什么亚科？,蕨麻米饭的主要原料属于什么亚科?,0.6680473685264587
