模型名字,平均 BLEU 分数,平均 METEOR 分数,平均 ROUGE-L 分数
bart_NLPCC_02_03_14_54,0.7418112867305381,0.8291635631845032,0.8652369592481604
,输入文本,生成问题,参考问题,BLEU,METEOR,ROUGE-L
,"generate question: [['白敬祺', '母亲', '佟湘玉'], ['佟湘玉', '弟弟', '佟石头']]",我 想 知 道 白 敬 祺 的 母 亲 的 弟 弟 是 谁 ？,请问白敬祺的母亲的弟弟是谁啊？,0.6389431042462724,0.7681094415788293,0.7299145299145299
,"generate question: [['蔡国庆国庆——歌样年华三十年', '专辑歌手', '蔡国庆'], ['蔡国庆', '代表作品', '常回家看看'], ['常回家看看', '中文名称', '常回家看看']]",蔡 国 庆 国 庆 — — 歌 样 年 华 三 十 年 的 专 辑 歌 手 的 代 表 作 品 长 信 宫 灯 是 什 么 风 格 的 ？,谁知道蔡国庆国庆——歌样年华三十年的专辑歌手的代表作品这首歌属于什么风格？,0.5883398368397458,0.665680473372781,0.7312687312687313
,"generate question: [['白允然', '代表作品', '施公奇案'], ['施公奇案', '助理编导', '苏嘉敏,唐绍文,黄家豪,郑敏庄']]",谁 是 白 允 然 的 代 表 作 品 的 助 理 编 导 ？,请问白允然的代表作品的助理编导都有谁？,0.5506953149031837,0.7059558517284465,0.6802973977695167
,"generate question: [['毒舌，傲娇，小豆丁', '中文名', '傲娇'], ['傲娇', '形容', '经常口是心非的女人,经常口是心非的人']]",毒 舌 ， 傲 娇 ， 小 豆 丁 的 中 文 名 用 来 形 容 什 么 ？,谁知道毒舌，傲娇，小豆丁的中文名形容的是什么？,0.3864911638244346,0.5349990463475109,0.7584369449378331
,"generate question: [['亲幂关系Close to Me', '专辑歌手', '杨幂'], ['杨幂', '代表作品', '小时代'], ['小时代', 'imdb编码', 'tt3043630']]",亲 幂 关 系 Close to Me 的 专 辑 歌 手 的 代 表 作 品 的 imdb 编 码 是 什 么 ？,亲幂关系Close to Me的专辑歌手的代表作品的imdb编码是什么？,1.0,0.9997724169321802,1.0
,"generate question: [['旗木朔茂', '儿子', '旗木卡卡西'], ['旗木卡卡西', '父亲', '旗木朔茂'], ['旗木朔茂', '出身', '木叶隐村']]",旗 木 朔 茂 的 儿 子 的 父 亲 的 出 身 如 何 ？,旗木朔茂的儿子的父亲的出身如何？,1.0,0.9990234375,1.0
,"generate question: [['宝应站', '途经线路', '连淮扬镇铁路'], ['连淮扬镇铁路', '服务城市', '镇江']]",宝 应 站 的 途 经 线 路 服 务 于 哪 几 个 城 市 ？,宝应站的途经线路服务于哪几个城市？,1.0,0.9993141289437586,1.0
,"generate question: [['光井爱佳', '毕业时间', '2012'], ['2012', '别名', '2012世界末日']]",光 井 爱 佳 的 毕 业 时 间 款 高 尔 夫 1. 4t 自 动 蓝 驱 版 是 在 哪 年 上 市 的 ？,光井爱佳的毕业时间云南公务员考试-历年真题精解+全真模拟预测试卷（上）行测是哪个版本的？,0.13323934178453772,0.2602150537634409,0.30049261083743845
,"generate question: [['广丰区', '火车站', '上饶火车站'], ['上饶火车站', '站址', '上饶市信州区灵溪街办松山居委会']]",广 丰 区 的 火 车 站 的 站 址 在 哪 里 ？,广丰区的火车站车站的地址是哪里？,0.3376459109063278,0.6320224719101123,0.7134502923976607
,"generate question: [['2014超值版全国经济专业技术资格考试中级经济师金融专业知识与实务通关9套题', '作者', '中国'], ['中国', '首都', '长安,洛阳,南京,北京等']]",2014 超 值 版 全 国 经 济 专 业 技 术 资 格 考 试 中 级 经 济 师 金 融 专 业 知 识 与 实 务 通 关 9 套 题 的 作 者 共 产 党 第 十 六 届 中 央 委 员 会 第 五 次 全 体 会 议 在 哪 里 举 行 的 ？,2014超值版全国经济专业技术资格考试中级经济师金融专业知识与实务通关9套题的作者共产党第十六届中央委员会第五次全体会议在哪里举行的？,1.0,0.9999745973682873,1.0
,"generate question: [['赛茂康', '民族', '掸族'], ['掸族', '文字', '泰文（掸体）']]",赛 茂 康 的 民 族 的 文 字 是 什 么 ？,赛茂康的民族使用什么文字？,5.705336763108155e-78,0.40983606557377045,0.6069651741293532
,"generate question: [['巴黎', '著名人物', '伏尔泰'], ['伏尔泰', '主张', '天赋人权,法律面前人人平等。']]",大 家 知 道 巴 黎 的 著 名 人 物 的 主 张 吗 ？,大家知道巴黎的著名人物的主张吗？,1.0,0.9993141289437586,1.0
,"generate question: [['田中正知', '毕业院校', '名古屋大学'], ['名古屋大学', '知名校友', '益川敏英'], ['益川敏英', '研究领域', '高能物理']]",田 中 正 知 的 毕 业 院 校 的 知 名 校 友 的 研 究 领 域 是 什 么 ？,田中正知的毕业院校的知名校友的主要研究领域是哪里？,0.7048050905062194,0.8613109512390087,0.8948655256723717
,"generate question: [['泉州侨丰旧机动车经纪有限公司', '经营范围', '宾利'], ['宾利', '主要产品', '雅致']]",泉 州 侨 丰 旧 机 动 车 经 纪 有 限 公 司 的 经 营 范 围 的 主 要 产 品 有 哪 些 ？,请问泉州侨丰旧机动车经纪有限公司的经营范围的主要产品有哪些？,0.9200444146293233,0.9299633936261843,0.9669749009247028
,"generate question: [['原来', '填词', '张杰'], ['张杰', '活跃年代', '2004年－至今']]",原 来 的 填 词 活 跃 在 什 么 年 代 ？,原来的填词活跃在什么年代？,1.0,0.9985422740524781,1.0
,"generate question: [['简化字', '中文名', '规范汉字'], ['规范汉字', '代表', '现代汉语词典'], ['现代汉语词典', '版次', '六次现代汉语词典（第6版）']]",简 化 字 的 中 文 名 的 代 表 出 版 了 几 次 ？,你知道简化字的中文名的代表出版了几次吗？,0.6872892787909722,0.7469334112149533,0.866785079928952
,"generate question: [['宁财神', '好友', '俞白眉'], ['俞白眉', '妻子', '代乐乐']]",宁 财 神 的 好 友 的 妻 子 叫 什 么 ？,宁财神的好友的妻子叫什么？,1.0,0.9985422740524781,1.0
,"generate question: [['夜莎罗', '登场作品', '舞乐传奇'], ['舞乐传奇', '制片人', '周亚平,蒋晓荣,杨于明']]",谁 是 夜 莎 罗 的 登 场 作 品 的 制 片 人 ？,请问夜莎罗的登场作品的总制片人是谁？,0.2979714705451885,0.5739795918367346,0.5669144981412639
,"generate question: [['栉鰕虎鱼', '中文学名', '子陵吻鰕虎鱼'], ['子陵吻鰕虎鱼', '别称', '极乐吻鰕虎'], ['极乐吻鰕虎', '亚门', '脊椎动物亚门']]",栉 鰕 虎 鱼 的 中 文 学 名 的 别 称 属 于 什 么 亚 门?,栉鰕虎鱼的中文学名的别称是属于什么亚门的动物？,0.6757997430846016,0.7873214487619191,0.913594470046083
,"generate question: [['越南南方民族解放阵线', '性质', '民族统一战线'], ['民族统一战线', '核心', '统一战线是中国革命的三法宝之一']]",越 南 南 方 民 族 解 放 阵 线 的 性 质 的 核 心 是 什 么 ？,请问越南南方民族解放阵线的性质的核心是什么？,0.9048374180359595,0.9169724770642201,0.9606299212598426
,"generate question: [['刘宇', '代表作品', '画皮之真爱无悔'], ['画皮之真爱无悔', '主演', '刘恺威'], ['刘恺威', '家庭成员', '妹妹']]",刘 宇 的 代 表 作 品 的 主 演 家 里 还 有 哪 些 人 ？,刘宇的代表作品的主演家里都有哪些人？,0.5911602603314157,0.8017676767676769,0.8501742160278747
,"generate question: [['三林东站', '所属线路', '上海轨道交通11号线'], ['上海轨道交通11号线', '列车编组', '6卡A型车,六节编组（A型车）']]",三 林 东 站 的 所 属 线 路 的 列 车 编 组 是 什 么 ？,请问三林东站的所属线路列车有多少节编组？,0.38662527162788296,0.5251825500842539,0.6724409448818898
,"generate question: [['可再生能源', '中文名', '可再生资源'], ['可再生资源', '概念', '资源']]",如 何 解 释 可 再 生 能 源 的 中 文 名 ？,如何解释可再生能源的中文名？,1.0,0.9976851851851852,1.0
,"generate question: [['克洛诺斯', '子女', '哈迪斯'], ['哈迪斯', '居所', '冥府']]",请 问 克 洛 诺 斯 的 子 女 住 在 哪 里 ？,请问克洛诺斯的子女住在哪里？,1.0,0.9985422740524781,1.0
,"generate question: [['吴家店镇', '地理位置', '大别山'], ['大别山', '范围', '信阳']]",吴 家 店 镇 的 地 理 位 置 的 所 在 范 围 是 什 么 ？,吴家店镇的地理位置的所在范围是什么？,1.0,0.9993141289437586,1.0
,"generate question: [['漩涡慕留人', '妹妹', '漩涡向日葵'], ['漩涡向日葵', '哥哥', '漩涡博人']]",请 问 漩 涡 慕 留 人 的 妹 妹 的 哥 哥 是 谁 啊 ？,请问漩涡慕留人的妹妹的哥哥是谁啊？,1.0,0.9996243425995492,1.0
,"generate question: [['万方数据电子出版社', '主办', '中国科学技术信息研究所'], ['中国科学技术信息研究所', '所长', '戴国强']]",谁 是 万 方 数 据 电 子 出 版 社 的 主 办 的 所 长 ？,现在的万方数据电子出版社的主办的最高领导是谁呀？,0.4047110785334739,0.6181795634920636,0.563944530046225
,"generate question: [['胡海锋', '代表作品', '舞乐传奇'], ['舞乐传奇', '制片人', '周亚平,蒋晓荣,杨于明']]",请 问 胡 海 锋 的 代 表 作 品 的 总 制 片 是 谁 ？,请问胡海锋的代表作品的总制片人是谁？,0.6606328636027614,0.8819444444444444,0.8888888888888888
,"generate question: [['朵儿咖啡馆', '性质', '咖啡馆'], ['咖啡馆', '建立者', '土耳其人'], ['土耳其人', '文字', '拉丁字母']]",朵 儿 咖 啡 馆 的 性 质 的 建 立 者 用 什 么 文 字 ？,朵儿咖啡馆的性质的建立者用什么文字？,1.0,0.9995,1.0
,"generate question: [['多孔陶瓷', '原料', '堇青石'], ['堇青石', '折射率', '1.542～1.551']]",多 孔 陶 瓷 的 原 料 的 折 射 率 是 多 少 ？,谁能告诉我多孔陶瓷的原料的折射率是多少？,0.6065306597126334,0.6889816810344827,0.8299319727891156
,"generate question: [['SolidWorksFlowSimulation教程', '作者', '美国'], ['美国', '国际域名缩写', 'USA,US']]",SolidWorksFlowSimulation 教 程 的 作 者 的 缩 写 是 什 么 ？,请问SolidWorksFlowSimulation教程的作者一般在国际上写的缩写是什么？,0.32661387050446483,0.5923507462686567,0.7648902821316614
,"generate question: [['骠国舞姬', '其它译名', '舞乐传奇'], ['舞乐传奇', '制片人', '周亚平,蒋晓荣,杨于明']]",骠 国 舞 姬 的 其 它 译 名 的 制 片 人 是 谁 ？,请问骠国舞姬的其它译名的总制片人是谁？,0.598690849764947,0.8287608596250572,0.9165275459098498
,"generate question: [['The Amazing Spider', '中文名', '超凡蜘蛛侠2'], ['超凡蜘蛛侠2', 'imdb编码', 'tt1872181']]",The amazing Spider 的 中 文 名 的 imdb 编 码 是 什 么 ？,你知道The Amazing Spider的中文名的imdb编码是什么吗？,0.5779390907776394,0.7469334112149533,0.7584369449378331
,"generate question: [['崔永元', '代表作品', '电影传奇'], ['电影传奇', '中文名', '崔永元'], ['崔永元', '爱好', '连环画']]",崔 永 元 的 代 表 作 品 的 中 文 名 喜 欢 做 什 么 ？,崔永元的代表作品的中文名喜欢做什么？,1.0,0.9990234375,1.0
,"generate question: [['张天原', '出生地', '绥化'], ['绥化', '特产', '刺五加'], ['刺五加', '毒性', '无毒']]",张 天 原 的 出 生 地 的 特 产 的 毒 性 如 何 ？,张天原的出生地的特产的毒性如何？,1.0,0.9990234375,1.0
,"generate question: [['达地米星', '毒性', '肾毒性'], ['肾毒性', '常见发病部位', '肾']]",达 地 米 星 的 毒 性 一 般 发 作 在 什 么 部 位 ？,请问达地米星的毒性的常见发作部位是什么？,0.2748887655709261,0.4440665154950869,0.6110183639398998
,"generate question: [['阳仔演笑会3', '主演', '沈春阳'], ['沈春阳', '配偶', '小沈阳']]",谁 是 阳 仔 演 笑 会 3 的 主 演 的 老 公 ？,你知道谁是阳仔演笑会3的主演的老公吗？,0.7613003866968737,0.8026180852989082,0.8994638069705092
,"generate question: [['黑水厅', '下辖地区', '齐齐哈尔'], ['齐齐哈尔', '火车站', '齐齐哈尔南站'], ['齐齐哈尔南站', '站址', '黑龙江省齐齐哈尔市嫩江环路1号']]",请 问 黑 水 厅 的 下 辖 地 区 的 火 车 站 在 哪 里 啊 ？,请问黑水厅的下辖地区的火车站在哪里啊？,1.0,0.9996243425995492,1.0
,"generate question: [['宇野研一', '毕业院校', '东北大学'], ['东北大学', '现任校长', '赵继']]",宇 野 研 一 的 毕 业 院 校 现 在 的 校 长 是 谁 ？,你知道宇野研一的毕业院校现在的校长是谁吗？,0.7408182206817179,0.7870078740157481,0.8905109489051095
,"generate question: [['美洲狮轮滑', '中文名', '美洲狮'], ['美洲狮', '英文名称', 'PUMA']]",美 洲 狮 轮 滑 的 中 文 名 用 英 文 怎 么 说 ？,你知道美洲狮轮滑的中文名的英文名是什么吗？,0.23761018873960865,0.2949766355140187,0.433392539964476
,"generate question: [['AppleMobileDeviceService.exe', '作者', '苹果公司'], ['苹果公司', '员工数', '98,000（2014年）']]",AppleMobileDeviceSER. exe 的 作 者 有 多 少 员 工 ？,你知道AppleMobileDeviceService.exe的作者有多少员工吗？,0.4608636396914616,0.5724137931034483,0.6916099773242631
,"generate question: [['2012年版中国科技期刊引证报告', '作者', '中国科学技术信息研究所'], ['中国科学技术信息研究所', '所长', '戴国强']]",2012 年 版 中 国 科 技 期 刊 引 证 报 告 的 作 者 的 所 长 是 谁 ？,现在的2012年版中国科技期刊引证报告的作者的最高领导是谁呀？,0.5511276293387918,0.7030091121000211,0.8064903846153846
,"generate question: [['海连池', '主要成就', '河南曲剧'], ['河南曲剧', '起源时间', '1926年']]",海 连 池 的 主 要 成 就 的 起 源 日 期 不 ？,知道海连池的主要成就的起源日期不？,0.8824969025845955,0.8979985955056179,0.9512670565302144
,"generate question: [['小周村', '下辖地区', '后庄'], ['后庄', '主要作物', '大豆']]",小 周 村 的 下 辖 地 区 的 主 要 作 物 是 啥 呀 ？,小周村的下辖地区的主要作物是啥呀？,1.0,0.9996243425995492,1.0
,"generate question: [['懂小姐', '主演', '李锐'], ['李锐', '女儿', '李蓬熙']]",懂 小 姐 的 主 演 的 女 儿 叫 什 么 ？,懂小姐的主演的女儿叫什么？,1.0,0.9990234375,1.0
,"generate question: [['闷骚总裁霸道爱', '作者', '白凤凰'], ['白凤凰', '组织', '“夜幕”→“聚散流沙”']]",谁 组 织 了 闷 骚 总 裁 霸 道 爱 的 作 者 ？,请问谁组织了闷骚总裁霸道爱的作者？,0.8948393168143697,0.9084673899488716,0.9564459930313588
,"generate question: [['14族元素', '别名', '碳族元素'], ['碳族元素', '包括', '碳'], ['碳', '密度', '1.8']]",14 族 元 素 的 别 名 的 包 括 的 密 度 是 多 少 ？,请问14族元素的别名的包括的密度是多少？,0.9131007162822624,0.9240225015626085,0.9640804597701149
,"generate question: [['香草纸杯蛋糕', '辅料', '香草粉'], ['香草粉', '主要原料', '葡萄糖'], ['葡萄糖', '密度', '1.54']]",香 草 纸 杯 蛋 糕 的 辅 料 的 主 要 原 料 的 密 度 是 多 少 ？,香草纸杯蛋糕的辅料的主要原料的密度是多少？,1.0,0.9997106481481481,1.0
,"generate question: [['静和', '母亲', '沈眉庄'], ['沈眉庄', '宿敌', '安陵容'], ['安陵容', '结局', '吃苦杏仁自尽']]",静 和 的 母 亲 的 宿 敌 的 结 局 是 什 么 样 的 ？,你记得静和的母亲的宿敌的结局吗？,0.6786502681586727,0.48366477272727276,0.7272727272727273
,"generate question: [['五毒', '来自', '剑侠情缘网络版叁'], ['剑侠情缘网络版叁', '收费模式', '时间收费（月卡,点卡两种模式）']]",五 毒 的 来 自 的 收 费 模 式 是 什 么 样 的 ？,请问五毒的来自的收费模式是什么样的？,0.8948393168143697,0.9084673899488716,0.9564459930313588
,"generate question: [['钟山县', '下辖地区', '石龙镇'], ['石龙镇', '下辖地区', '西湖区'], ['西湖区', '火车站', '杭州站']]",钟 山 县 的 下 辖 地 区 的 下 属 地 区 附 近 的 火 车 站 是 什 么 ？,钟山县的下辖地区的下辖地区附近的火车站是什么？,0.7348889200874658,0.8946280991735537,0.9166666666666665
,"generate question: [['六面兽', '朋友', '史达'], ['史达', '信仰', '元始天尊'], ['元始天尊', '所属', '先天大道化身之一']]",六 面 兽 的 朋 友 的 信 仰 所 属 哪 里 ？,六面兽的朋友的信仰所属哪里？,1.0,0.9990234375,1.0
,"generate question: [['百结花', '又称', '紫丁香'], ['紫丁香', '命名者及时间', 'Chron,1859']]",请 问 百 结 花 的 又 称 是 谁 在 什 么 时 候 命 名 的 ？,请问是谁在什么时候命名了百结花的又称啊？,0.5974178044844201,0.8126721763085399,0.6446499339498017
,"generate question: [['三星S5830 原装耳机', '适用机型', '三星S5830'], ['三星S5830', '开发商', '三星电子'], ['三星电子', '社长', '崔志成']]",我 想 知 道 三 星 S5830 原 装 耳 机 的 适 用 机 型 的 开 发 商 的 社 长 是 谁,我想知道三星S5830 原装耳机的适用机型的开发商的社长是谁,1.0,0.9998779296875,1.0
,"generate question: [['内蒙古民族大学农学院', '类型', '农学'], ['农学', '学科分类', '一级学科']]",内 蒙 古 民 族 大 学 农 学 院 的 类 型 属 于 几 类 学 科 ？,内蒙古民族大学农学院的类型属于几类学科？,1.0,0.9993141289437586,1.0
,"generate question: [['十来一', '俗称', '鬼节'], ['鬼节', '设定时间', '三月三'], ['三月三', '节日类型', '民族节日']]",十 来 一 的 俗 称 的 设 定 时 间 是 什 么 类 型 的 节 日 ？,请问十来一的俗称的设定时间是什么类型的节日？,0.9200444146293233,0.9299633936261843,0.9669749009247028
,"generate question: [['惠帝', '本名', '刘盈'], ['刘盈', '享年', '二十三岁']]",惠 帝 的 本 名 活 了 多 少 年 ？,惠帝的本名活了多少年？,1.0,0.9985422740524781,1.0
,"generate question: [['荆林海', '毕业院校', '地球'], ['地球', '平均密度', '5507.85kg/m³']]",请 问 荆 林 海 的 毕 业 院 校 的 平 均 密 度 是 多 少 ？,你知道荆林海的毕业院校的密度的平均值是多少？,0.4459126808702173,0.5989583333333334,0.7614424410540915
,"generate question: [['无水氢氟酸', '中文别名', '氢氟酸'], ['氢氟酸', '沸点', '112.2℃']]",无 水 氢 氟 酸 的 中 文 别 名 的 沸 点 为 多 少 ？,请问无水氢氟酸的中文别名的沸点为多少？,0.8824969025845955,0.8979985955056179,0.9512670565302144
,"generate question: [['传说之恶魔契约', '作者', '福禄小金刚'], ['福禄小金刚', '登场作品', '十万个冷笑话'], ['十万个冷笑话', '适合年龄', 'R-15']]",传 说 之 恶 魔 契 约 的 作 者 的 登 场 作 品 适 合 几 岁 的 人 看 ？,传说之恶魔契约的作者的登场作品适合什么年龄段观看？,0.6767781116542884,0.7156488549618321,0.7358262967430639
,"generate question: [['桃宫莓', '配音', '中岛沙树'], ['中岛沙树', '出身地', 'flagicon']]",桃 宫 莓 的 配 音 在 哪 里 出 生 的 ？,我想知道桃宫莓的配音在哪里出生的？,0.6514390575310556,0.7205975173574584,0.850597609561753
,"generate question: [['全裂艾纳香', '组', '圆锥花序组'], ['圆锥花序组', '拉丁学名', 'Sect. Paniculatae DC.']]",全 裂 艾 纳 香 的 组 的 拉 丁 学 名 是 什 么 ？,我想知道全裂艾纳香的组在拉丁文里的学名是什么？,4.521220735883041e-78,0.5336896663427275,0.657935285053929
,"generate question: [['徐偃', '国籍', '徐国'], ['徐国', '姓氏', '嬴姓,后为徐姓']]",请 问 徐 偃 的 国 籍 的 姓 氏 是 什 么 ？,请问徐偃的国籍的姓氏是什么？,1.0,0.9993141289437586,1.0
,"generate question: [['唐老鸭2', '对象', '唐老鸭'], ['唐老鸭', '工作', '太多了！']]",请 问 唐 老 鸭 2 的 对 象 的 工 作 有 什 么 啊 ？,请问唐老鸭2的对象的工作有什么啊？,1.0,0.9995,1.0
,"generate question: [['菲亚特Linea', '中文名', '菲亚特'], ['菲亚特', '公司口号', '人生如此美丽']]",菲 亚 特 Linea 的 中 文 名 公 司 的 口 号 是 什 么 ？,菲亚特Linea的中文名公司的口号是什么？,1.0,0.9993141289437586,1.0
,"generate question: [['苹果树，爱是荆棘心', '中文名', '苹果树'], ['苹果树', '别称', '苹果'], ['苹果', '命名者及年代', 'Mill,1768']]",苹 果 树 ， 爱 是 荆 棘 心 的 中 文 名 的 别 称 在 哪 年 由 谁 命 名 的 ？,苹果树，爱是荆棘心的中文名的别称在哪年由谁命名的？,1.0,0.9998518518518519,1.0
,"generate question: [['长寿冠', '属', '海棠'], ['海棠', '拉丁学名', 'Malus,Chaenomeles']]",你 知 道 长 寿 冠 的 属 的 拉 丁 学 名 么 ？,你知道长寿冠的属的拉丁学名么？,1.0,0.9995,1.0
,"generate question: [['黄果柑', '选育单位', '四川农业大学园艺学院'], ['四川农业大学园艺学院', '建成于', '2009年']]",黄 果 柑 的 选 育 单 位 什 么 时 候 建 成 的 ？,黄果柑的选育单位何时建成的？,0.5133450480401704,0.854119425547997,0.8148854961832059
,"generate question: [['DV', '饰演', '海登·克里斯滕森'], ['海登·克里斯滕森', '最喜欢的运动', '弹簧垫运动']]",DV 的 饰 演 最 喜 欢 什 么 运 动 ？,DV的饰演最喜欢什么运动？,1.0,0.9985422740524781,1.0
,"generate question: [['我为权狂', '作者', '华南虎'], ['华南虎', '亚科', '豹亚科']]",我 为 权 狂 的 作 者 属 于 什 么 科 ？,我为权狂的作者属于什么科？,1.0,0.9985422740524781,1.0
,"generate question: [['巴学园', '知名校友', '黑柳彻子'], ['黑柳彻子', '弟弟', '小提琴家']]",巴 学 园 的 知 名 校 友 的 弟 弟 是 谁 ？,谁是巴学园的知名校友的弟弟？,0.7730551756939454,0.9814814814814815,0.7777777777777778
,"generate question: [['冠思铂', '外文名', 'GNSPRO'], ['GNSPRO', '中文名称', '冠思铂'], ['冠思铂', '诞生', '1986年']]",冠 思 铂 的 外 文 名 的 中 文 名 称 是 什 么 时 候 诞 生 的 ？,请问冠思铂的外文名的中文名称是什么时候出生的？,0.7604321823471476,0.8501505541674674,0.8863936591809777
,"generate question: [['飞虎神鹰', '主演', '郑楠'], ['郑楠', '代表作品', '流泪的新娘'], ['流泪的新娘', '首播频道', '山东电视影视频道']]",飞 虎 神 鹰 的 主 演 的 代 表 作 品 在 哪 个 频 道 首 播 ？,飞虎神鹰的主演的代表作品是在哪个频道首播的？,0.6432188699036832,0.7559322033898305,0.9242424242424241
,"generate question: [['非洲木犀榄（亚种）', '种', '木犀榄'], ['木犀榄', '族', '木犀榄族']]",非 洲 木 犀 榄 （ 亚 种 ） 的 种 属 于 什 么 族 ？,有人知道非洲木犀榄（亚种）的种属于什么族吗？,0.7165313105737893,0.7687031761105836,0.8798076923076923
,"generate question: [['包若熙', '毕业院校', '星海音乐学院'], ['星海音乐学院', '知名校友', '郑源']]",包 若 熙 的 毕 业 院 校 有 哪 些 知 名 校 友 ？,我很好奇包若熙的毕业院校有哪些有名的校友？,0.4288819424803534,0.5471498944405349,0.7261904761904763
,"generate question: [['艾紫嫣', '作者', '燕国'], ['燕国', '国家领袖', '姬喜']]",艾 紫 嫣 的 作 者 的 国 家 领 袖 叫 什 么 ？,艾紫嫣的作者的国家领袖叫什么？,1.0,0.9990234375,1.0
,"generate question: [['甲醛水溶液', '别称', '福尔马林'], ['福尔马林', '危险性符号', 'R：R23/24/25-R34-R40-R43']]",甲 醛 水 溶 液 的 别 称 的 危 险 性 符 号 是 什 么 ？,甲醛水溶液的别称的危险性符号怎么表示？,0.7259795291154771,0.7766439909297052,0.7777777777777778
,"generate question: [['源祖传', '作者', '佟湘玉'], ['佟湘玉', '弟弟', '佟石头']]",源 祖 传 的 作 者 的 弟 弟 叫 啥 ？,请问源祖传的作者的弟弟是谁啊？,0.5298765308495281,0.6108276643990929,0.6802973977695167
,"generate question: [['拍卖行', '主演', '尹素怡'], ['尹素怡', '兴趣', '漫画']]",拍 卖 行 的 主 演 喜 欢 做 什 么 ？,拍卖行的主演有什么兴趣？,6.206021746903507e-78,0.625,0.6666666666666666
,"generate question: [['波弗特流涡', '属性', '淡水湖'], ['淡水湖', '流入', '裕民河,白龙冰河']]",请 问 波 弗 特 流 涡 的 属 性 流 入 哪 个 河 流 ？,你知道波弗特流涡的属性流入哪个河流吗？,0.6548907866815301,0.7132444814660558,0.7936802973977695
,"generate question: [['开始', '所属专辑', '开始'], ['开始', '专辑歌手', '霍建华'], ['霍建华', '喜欢的动物', '猫']]",开 始 的 所 属 专 辑 的 专 辑 歌 手 喜 欢 什 么 动 物 ？,你知道开始的所属专辑的专辑歌手喜欢什么动物吗？,0.7408182206817179,0.7870078740157481,0.8905109489051095
,"generate question: [['尤利乌斯·洛塔尔·迈耶尔', '主要成就', '元素周期表'], ['元素周期表', '创造者', '德米特里·伊万诺维奇·门捷列夫']]",谁 创 立 了 尤 利 乌 斯 · 洛 塔 尔 · 迈 耶 尔 的 主 要 成 就 ？,告诉我尤利乌斯·洛塔尔·迈耶尔的主要成就是谁创立的呀？,0.5157583275092326,0.6630136986301369,0.6329442282749675
,"generate question: [['灌南县粮食局', '地点', '灌南县'], ['灌南县', '铁路', '连淮扬镇铁路'], ['连淮扬镇铁路', '服务城市', '镇江']]",灌 南 县 粮 食 局 的 地 点 的 铁 路 服 务 于 哪 几 个 城 市 ？,灌南县粮食局的地点的铁路服务于哪几个城市？,1.0,0.9995,1.0
,"generate question: [['天眸之爱', '编剧', '杨明'], ['杨明', '民族', '汉族']]",天 眸 之 爱 的 编 剧 是 什 么 少 数 民 族 的 人,天眸之爱的编剧是什么少数民族的人,1.0,0.9995,1.0
,"generate question: [['韦利科·科瓦切维奇', '国籍', '南斯拉夫社会主义联邦共和国'], ['南斯拉夫社会主义联邦共和国', '主要民族', '土耳其人'], ['土耳其人', '文字', '拉丁字母']]",韦 利 科 · 科 瓦 切 维 奇 的 国 籍 的 主 要 民 族 用 什 么 文 字 ？,韦利科·科瓦切维奇的国籍的主要民族用什么文字？,1.0,0.9996243425995492,1.0
,"generate question: [['木作', '年代', '光绪'], ['光绪', '人物', '爱新觉罗·载湉'], ['爱新觉罗·载湉', '逝世地', '中南海瀛台']]",请 问 木 作 的 年 代 的 人 物 是 在 哪 里 去 世 的 ？,请问木作的年代的人物是在哪里去世的？,1.0,0.9996243425995492,1.0
,"generate question: [['可再生能源', '包括', '地热能'], ['地热能', '类别', '可再生资源'], ['可再生资源', '概念', '资源']]",如 何 解 释 可 再 生 能 源 的 包 括 的 类 别 ？,如何解释可再生能源的包括的类别？,1.0,0.9990234375,1.0
,"generate question: [['岳不群', '妻子', '宁中则'], ['宁中则', '丈夫', '岳不群'], ['岳不群', '徒弟', '林平之']]",谁 是 岳 不 群 的 妻 子 的 丈 夫 的 徒 弟 ？,谁是岳不群的妻子的丈夫的徒弟？,1.0,0.9993141289437586,1.0
,"generate question: [['娜娜·阿丝达·戴比路克', '妹妹', '梦梦·贝莉雅·戴比路克'], ['梦梦·贝莉雅·戴比路克', '三围', 'B80-W54-H79（猜测值）']]",娜 娜 · 阿 丝 达 · 戴 比 路 克 的 妹 妹 的 三 围 多 少 ？,谁清楚娜娜·阿丝达·戴比路克的妹妹的三围是多少？,0.6370964381207871,0.7650100242692836,0.8798076923076923
,"generate question: [['venus', '中文名', '金星'], ['金星', '远日点', '108,942,109千米']]",venus 的 中 文 名 距 太 阳 最 远 有 多 远 ？,你知道venus的中文名的远日点有多远吗？,4.054801917798201e-78,0.2272727272727273,0.5115303983228512
,"generate question: [['TH701显微硬度计', '应用', '相变'], ['相变', '应用学科', '非线性物理学']]",TH701 显 微 硬 度 计 的 应 用 属 于 什 么 应 用 学 科 ？,TH701显微硬度计的应用应用在哪个学科？,0.4854917717073234,0.7471655328798186,0.7777777777777778
,"generate question: [['Image To PDF Converter', '性质', 'pdf'], ['pdf', '缩写', '便携式档']]",Image to PDF Converter 的 性 质 是 什 么 的 缩 写 ？,Image To PDF Converter的性质是什么的缩写？,0.8091067115702212,0.9985422740524781,0.8571428571428571
